X, Y
-9.999999717601771419944283,-0.314679795921253588342917
-9.999999435203542839888567,-0.3146797621984175903314865
-9.999958221977530217267693,-0.3146748380118861571270109
-9.99991700875151759464682,-0.3146699084805305552116336
-9.999875795525504972025946,-0.3146649736044565412952371
-9.999875399928458747420576,-0.3146649262094804831219232
-9.999875004331412522815205,-0.3146648788140119899361978
-9.999874608734366298209835,-0.3146648314180510618317143
-9.999874213137320073604464,-0.3146647840215976989021265
-9.999873817540273848999094,-0.3146647366246519012410891
-9.999873026346181399788353,-0.3146646418297754366434267
-9.999872235152088950577612,-0.3146645470329292338692134
-9.999871443957996501366871,-0.3146644522341132936677043
-9.999863532017072009259463,-0.3146635041376184942536362
-9.999855620076147517152055,-0.3146625558441507795049128
-9.999847708135223025044647,-0.3146616073537108957565601
-9.999839796194298532937239,-0.3146606586662995925886808
-9.999760676785053611863157,-0.3146511609589234899419241
-9.999681557375808690789075,-0.3146416435552308875834056
-9.999602437966563769714993,-0.3146321064559733912944409
-9.999523318557318848640911,-0.3146225496619038211202921
-9.999444199148073927566829,-0.3146129731737762228515852
-9.998653005055624716826009,-0.3145161252860733029931558
-9.997861810963175506085188,-0.3144173088310985138462215
-9.997070616870726295344368,-0.3143165245830710865499227
-9.996279422778277084603548,-0.3142137733284269509668505
-9.995488228685827873862728,-0.3141090558658108431443599
-9.994697034593378663121908,-0.3140023730060683823443229
-9.987098975983738591396132,-0.3128779703018026448387135
-9.979500917374098519670356,-0.3115731832021035764853285
-9.971902858764458447944581,-0.3100889006011968753577805
-9.964304800154818376218805,-0.3084261135761602852542285
-9.956706741545178304493029,-0.3065859145811218066913153
-9.949108682935538232767253,-0.3045694965841583805281215
-9.941510624325898161041477,-0.3023781521487573711245571
-9.930408938897330205874414,-0.2988647238038710368005899
-9.919307253468762250707352,-0.2949855521997314239345444
-9.908205568040194295540289,-0.2907457880098699005360908
-9.897103882611626340373226,-0.2861510115925884763669962
-9.886002197183058385206163,-0.2812072247049536922573512
-9.8749005117544904300391,-0.2759208417341173120548815
-9.863798826325922474872037,-0.2702986804592078853369474
-9.852697140897354519704974,-0.2643479523579618045956817
-9.832084375625497945698607,-0.2524538768839350735314702
-9.815974832791171865143001,-0.2424215360218968512253245
-9.799865289956845784587394,-0.2317717705446498173586595
-9.783755747122519704031788,-0.2205326722137498560007085
-9.767646204288193623476182,-0.2087337398350522630482013
-9.751536661453867542920575,-0.1964057971091734389696075
-9.735427118619541462364969,-0.1835809076262525912760133
-9.719317575785215381809362,-0.1702922872417876048900409
-9.703208032950889301253756,-0.1565742140837645442746428
-9.68709849011656322069815,-0.1424619364399078780895285
-9.663062370819174755937679,-0.1207513344324263659193042
-9.639026251521786291177208,-0.0983668777121543520612581
-9.614990132224397826416737,-0.07543483691709389364098696
-9.590954012927009361656266,-0.05208390225260321772779426
-9.566917893629620896895795,-0.02844444795583083418674403
-9.542881774332232432135324,-0.0046477945965113272861742
-9.518845655034843967374854,0.01917452660402168480948212
-9.494809535737455502614383,0.04289150332577060165697706
-9.470773416440067037853912,0.06637336156028499641540011
-9.446737297142678573093441,0.08949227097948001613111634
-9.42270117784529010833297,0.1121230325009686556497335
-9.398665058547901643572499,0.1341437444433469474356074
-9.374628939250513178812028,0.1554364438383317786291987
-9.350592819953124714051557,0.175887719656571413938149
-9.326556700655736249291087,0.1953892949089963629992972
-9.302520581358347784530616,0.2138385748042487443405849
-9.278484462060959319770145,0.231139158373528518018002
-9.254448342763570855009674,0.2472013112155682130252147
-9.230412223466182390249203,0.2619423972648185165354327
-9.206376104168793925488732,0.275287267743700648679931
-9.182339984871405460728261,0.2871686057233533473326085
-9.15830386557401699596779,0.2975272249850722136788146
-9.13426774627662853120732,0.3063123221450146894189532
-9.114256965263907878480223,0.3123951971784198339754451
-9.094246184251187225753127,0.3173382980666730010540364
-9.07423540323846657302603,0.3211261295218183344063139
-9.054224622225745920298934,0.3237474719368209609894953
-9.034213841213025267571837,0.3251953943022013582600442
-9.014203060200304614844741,0.325467251253888546736988
-8.994192279187583962117644,0.3245646644339605068184805
-8.974181498174863309390548,0.3224934884035387488005343
-8.954170717162142656663452,0.3192637614006926132894694
-8.934159936149422003936355,0.3148896412896264081742349
-8.914149155136701351209259,0.3093893270975304818649571
-8.894138374123980698482162,0.3027849665841450698075865
-8.871683311945830989793082,0.2940916750062545509834835
-8.849228249767681281104001,0.2840832760568774397863178
-8.82677318758953157241492,0.2728077359973071236732015
-8.80431812541138186372584,0.2603184323204200488188122
-8.781863063233232155036759,0.2466738738736807698952795
-8.759408001055082446347679,0.2319374006837297569490146
-8.736952938876932737658598,0.2161768650976929682246068
-8.714497876698783028969517,0.1994642959189310733679204
-8.692042814520633320280437,0.1818755472676933058167246
-8.669587752342483611591356,0.163489933941335486437141
-8.641318282124152665359925,0.139338107265158327877239
-8.613048811905821719128494,0.1142244973446207311400605
-8.584779341687490772897063,0.0883250087948006156816861
-8.556509871469159826665632,0.06181980203014621064995538
-8.528240401250828880434201,0.03489200882563385661748698
-8.49997093103249793420277,0.007726443895236215711234601
-8.471701460814166987971338,-0.01949167842990973978706856
-8.443431990595836041739907,-0.04657801354988140038180343
-8.415162520377505095508476,-0.07335033336536326027288491
-8.386893050159174149277045,-0.09962974218589059017103134
-8.358623579940843203045614,-0.1252418538704916349462222
-8.330354109722512256814183,-0.1500179227175353624996195
-8.302084639504181310582752,-0.1737959210878314763447014
-8.275102150081320226733039,-0.1954186464541908419702271
-8.248119660658459142883326,-0.2158646876399223035728626
-8.221137171235598059033613,-0.2350151569591276768026015
-8.1941546818127369751839,-0.2527597195722687853301532
-8.167172192389875891334187,-0.2689971751493584677214035
-8.140189702967014807484474,-0.2836359765846880871707541
-8.113207213544153723634761,-0.2965946835867212075117067
-8.086224724121292639785048,-0.3078023494120085006728513
-8.059242234698431555935335,-0.3171988394590047359220616
-8.032259745275570472085622,-0.3247350808827116217866266
-8.005277255852709388235909,-0.3303732428318574506579047
-7.978294766429848304386196,-0.334086847343840876399804
-7.951312277006987220536483,-0.335860811356505772892183
-7.92432978758412613668677,-0.3356914207074593438507542
-7.897347298161265052837057,-0.3335862373887938580653301
-7.870364808738403968987344,-0.329563941705620438454521
-7.843382319315542885137632,-0.3236541113487283188675397
-7.816399829892681801287919,-0.315896939733206105143235
-7.789417340469820717438206,-0.3063428962743085802407936
-7.759232316423392879519386,-0.2936001544759116048786147
-7.729047292376965041600567,-0.2787829031143189395756952
-7.698862268330537203681748,-0.2620034832095481015075255
-7.668677244284109365762928,-0.2433871782861279489991014
-7.638492220237681527844109,-0.2230711778464397154794861
-7.60830719619125368992529,-0.2012034717905803627412891
-7.57812217214482585200647,-0.1779416850767674914581809
-7.547937148098398014087651,-0.1534518621481864648490575
-7.517752124051970176168832,-0.1279072108038715556499379
-7.487567100005542338250012,-0.1014868152700505691187596
-7.457382075959114500331193,-0.07437432822994993641189877
-7.436551604338992825724207,-0.05535823453450010433839903
-7.41572113271887115111722,-0.03616353105278327212529632
-7.394890661098749476510234,-0.01685246474769469476463517
-7.374060189478627801903248,0.002512690846672843386194308
-7.353229717858506127296261,0.02186983798090394240528187
-7.332399246238384452689275,0.04115725423561580843512326
-7.311568774618262778082289,0.06031378862931382173722788
-7.290738302998141103475302,0.07927905368380182963698368
-7.269907831378019428868316,0.09799361286545344449749076
-7.24907735975789775426133,0.1163991628457077569233628
-7.224398723875245324037257,0.1377267841264244311740394
-7.199720087992592893813185,0.1584486944930480640608989
-7.175041452109940463589112,0.1784761309212140118660436
-7.15036281622728803336504,0.1977239862698811048979406
-7.125684180344635603140967,0.2161111484938042766075138
-7.101005544461983172916895,0.2335608174120847012388396
-7.076326908579330742692822,0.2500007979632472996792379
-7.05164827269667831246875,0.2653637690071815677113959
-7.026969636814025882244677,0.2795875268656630535344081
-7.002291000931373452020605,0.2926152029254866285775213
-6.977612365048721021796532,0.3043954547607544234699821
-6.95293372916606859157246,0.3148826303629726663854202
-6.928255093283416161348387,0.3240369051986704653418462
-6.906460016239525692438224,0.3309859461837854721213033
-6.884664939195635223528061,0.3368494149706250231423745
-6.862869862151744754617898,0.3416115639623875922446844
-6.841074785107854285707735,0.3452603562580583389258677
-6.819279708063963816797572,0.3477874705766534682452708
-6.797484631020073347887409,0.3491882936501976628799058
-6.775689553976182878977246,0.3494619003023066602855128
-6.753894476932292410067082,0.3486110214682342201237458
-6.732099399888401941156919,0.3466420004497940567684559
-6.710304322844511472246756,0.3435647377341251822281901
-6.688509245800621003336593,0.3393926247390470383229229
-6.66671416875673053442643,0.3341424668794666451757219
-6.644919091712840065516267,0.3278343963790198224188731
-6.612116606017810162897525,0.3163985509895776000347588
-6.579314120322780260278784,0.3027128985797147828113819
-6.546511634627750357660042,0.2868854090370550479258728
-6.5137091489327204550413,0.2690381664318291201133491
-6.480906663237690552422559,0.2493062874019418272437365
-6.448104177542660649803817,0.227836765915399955881118
-6.415301691847630747185075,0.2047872547177029245506613
-6.382499206152600844566333,0.1803247939646418478793595
-6.349696720457570941947592,0.1546244976455423017262087
-6.31689423476254103932885,0.1278682084215700035989294
-6.284091749067511136710108,0.1002431314403043066742059
-6.254108181627669523223856,0.07439444839312319018028866
-6.224124614187827909737604,0.04812755895654410581045668
-6.194141046747986296251351,0.02159137494618730496926238
-6.164157479308144682765099,-0.005065107005489573644628362
-6.134173911868303069278846,-0.03169365252545699863892117
-6.104190344428461455792594,-0.05814761632819495367922421
-6.074206776988619842306342,-0.0842827443626308728564594
-6.044223209548778228820089,-0.109957947113224343868966
-6.014239642108936615333837,-0.1350360401767973699503601
-5.984256074669095001847585,-0.1593844485384768013406149
-5.957118116121161819166286,-0.1806865680797055661358965
-5.929980157573228636484987,-0.2011963332341905697832445
-5.902842199025295453803688,-0.2208278112504401998198665
-5.875704240477362271122389,-0.2394997051008055912952701
-5.84856628192942908844109,-0.2571356525462438053092384
-5.821428323381495905759791,-0.2736644974589562552086111
-5.794290364833562723078492,-0.2890205327330216488153053
-5.767152406285629540397193,-0.3031437142663574412220037
-5.740014447737696357715894,-0.3159798456495985299172299
-5.712876489189763175034595,-0.3274807333467157659195701
-5.689197012476542518254375,-0.3363920390356247697861922
-5.665517535763321861474155,-0.3442305467958892686389865
-5.641838059050101204693936,-0.3509758238749574148447309
-5.618158582336880547913716,-0.356611103030161639429231
-5.594479105623659891133497,-0.3611232918206880767641706
-5.570799628910439234353277,-0.364502969484681566292072
-5.547120152197218577573057,-0.3667443716551742279028494
-5.523440675483997920792838,-0.3678453632058708633222718
-5.499761198770777264012618,-0.3678073995535115860740959
-5.476081722057556607232399,-0.3666354767768638400624105
-5.452402245344335950452179,-0.364338070943712436626411
-5.42872276863111529367196,-0.3609270670661883155795634
-5.40504329191789463689174,-0.3564176781315405778971039
-5.370848361058680855127358,-0.3480055377484012082792345
-5.336653430199467073362977,-0.3374089689919760171660078
-5.302458499340253291598595,-0.324707947082247058030507
-5.268263568481039509834214,-0.3099946425409106636730475
-5.234068637621825728069832,-0.293372601596237198915481
-5.199873706762611946305451,-0.2749558717195871111468146
-5.165678775903398164541069,-0.2548680798794731815187329
-5.131483845044184382776688,-0.2332414711752892170952665
-5.097288914184970601012306,-0.210215915529385828144866
-5.063093983325756819247925,-0.1859378900763528243536883
-5.028899052466543037483543,-0.1605594447939925393632245
-4.994704121607329255719162,-0.134237158775355212210705
-4.96050919074811547395478,-0.1071310943478251308315561
-4.926314259888901692190399,-0.07940375600780899125181028
-4.889009973484294861970884,-0.04863921540120014228019096
-4.851705687079688031751369,-0.01754367315815094595718533
-4.814401400675081201531854,0.01367052142149498675828494
-4.777097114270474371312339,0.04479344759762538434079402
-4.739792827865867541092824,0.07561902646685853132901141
-4.702488541461260710873309,0.1059463653828550499541745
-4.665184255056653880653794,0.1355810257212713606582938
-4.627879968652047050434279,0.1643362071065045373347548
-4.590575682247440220214765,0.192033842149360299558921
-4.55327139584283338999525,0.2185055966847791077518593
-4.515967109438226559775735,0.2435937714377071119153132
-4.476615326332803042054163,0.2683981265896901926037657
-4.437263543227379524332591,0.2913431772082437543850602
-4.39791176012195600661102,0.3122876667742640738341138
-4.358559977016532488889448,0.3311067478548055362985491
-4.319208193911108971167876,0.3476924591775605161590596
-4.279856410805685453446305,0.3619540594226623915264411
-4.240504627700261935724733,0.3738182206580038273383105
-4.201152844594838418003161,0.3832290853874859001778016
-4.16180106148941490028159,0.390148192139308143208387
-4.122449278383991382560018,0.3945542753892442385894019
-4.083097495278567864838446,0.3964429463886752881354894
-4.061657660635048237921592,0.3964161906467883619856027
-4.040217825991528611004737,0.3956494371957658068639839
-4.018777991348008984087883,0.3941480141204990412764691
-3.997338156704489357171028,0.3919185913584511222244421
-3.975898322060969730254174,0.3889691467337362475193774
-3.954458487417450103337319,0.3853089298641636221185381
-3.933018652773930476420465,0.3809484240710116790916883
-3.91157881813041084950361,0.3758993064231951074324134
-3.890138983486891222586756,0.3701744060483379572753385
-3.868699148843371595669901,0.3637876608441410962349999
-3.840816005836518788045916,0.3545162364392632564871562
-3.812932862829665980421932,0.3441864127304927706286569
-3.785049719822813172797947,0.3328364820352159544338374
-3.757166576815960365173962,0.3205072903913504518026291
-3.729283433809107557549977,0.3072420519680542943277283
-3.701400290802254749925992,0.2930861601509123504932241
-3.673517147795401942302007,0.2780869961017489912627561
-3.645634004788549134678022,0.2622937355757980601964721
-3.617750861781696327054038,0.2457571547590352669943887
-3.582121522515883871755574,0.2236279121378694983752255
-3.546492183250071416457111,0.2004819756394337427525096
-3.510862843984258961158648,0.1764336111065296289013082
-3.475233504718446505860185,0.151599013630202882124317
-3.439604165452634050561722,0.1260956727568839552094385
-3.403974826186821595263259,0.1000417530462972886726102
-3.368345486921009139964795,0.07355549294709428792635999
-3.332716147655196684666332,0.04675462471437613585984145
-3.297086808389384229367869,0.01975581783856147057047423
-3.261457469123571774069406,-0.007325851798742980640069482
-3.219880918332934994929777,-0.03888207999454340193077778
-3.178304367542298215790149,-0.07022237095319509490956508
-3.13672781675166143665052,-0.1011774067092027441898329
-3.095151265961024657510892,-0.1315844560527566046779208
-3.053574715170387878371263,-0.1612881619782155194865029
-3.011998164379751099231635,-0.1901412434924117927388048
-2.970421613589114320092006,-0.2180051107748856338391633
-2.928845062798477540952378,-0.2447503934304315775455317
-2.887268512007840761812749,-0.2702573822784796177198345
-2.845691961217203982673121,-0.2944163857835204435546286
-2.804115410426567203533492,-0.3171280028405366663869367
-2.762538859635930424393863,-0.3383033141887330650350295
-2.720962308845293645254235,-0.3578639952327466771188445
-2.679385758054656866114606,-0.3757423535028358089856446
-2.637809207264020086974978,-0.3918812943831361026935269
-2.596232656473383307835349,-0.4062342190804216610764976
-2.554656105682746528695721,-0.4187648590951648519537103
-2.513079554892109749556092,-0.4294470516932435593906527
-2.471503004101472970416464,-0.438264461061700410258023
-2.429926453310836191276835,-0.4452102499673755154221417
-2.388349902520199412137207,-0.4502867068250964455496676
-2.346773351729562632997578,-0.4535048331248367470057075
-2.30519680093892585385795,-0.4548838961674876417120937
-2.263620250148289074718321,-0.4544509520194650515326757
-2.222043699357652295578693,-0.4522403435202986892157824
-2.176159506547109721710752,-0.4477867861274880443803189
-2.130275313736567147842811,-0.4412823448532833227859605
-2.084391120926024573974871,-0.43279937347369465716777
-2.03850692811548200010693,-0.4224176513131877919278232
-1.992622735304939426238989,-0.4102234680736530535437623
-1.946738542494396852371049,-0.3963087121330900272740876
-1.900854349683854278503108,-0.3807699691935328714035428
-1.854970156873311704635167,-0.3637076375879758573187856
-1.809085964062769130767227,-0.3452250659694708262297586
-1.763201771252226556899286,-0.3254277185079106322547099
-1.724446183205707539869799,-0.3077607102601745678492753
-1.685690595159188522840313,-0.2892965644629308717697894
-1.646935007112669505810826,-0.2700999205294335427554011
-1.608179419066150488781339,-0.2502350815458890516053272
-1.569423831019631471751852,-0.2297657310779350136502739
-1.530668242973112454722366,-0.2087546663995219196271944
-1.491912654926593437692879,-0.1872635485761399763198472
-1.453157066880074420663392,-0.1653526697060416013096581
-1.414401478833555403633906,-0.1430807374966372277784122
-1.375645890787036386604419,-0.1205046772363178873050398
-1.328459177354870047267159,-0.09268612948165273314790883
-1.2812724639227037079299,-0.06459300070948495519477935
-1.23408575049053736859264,-0.03631514708706705851378453
-1.18689903705837102925538,-0.007937033479408941642158199
-1.139712323626204689918121,0.02046254816984571154679175
-1.092525610194038350580861,0.04881071058930311093550949
-1.045338896761872011243602,0.07704065547505281929782079
-0.998152183329705671906342,0.1050918129999758238565462
-0.9509654698975393325690824,0.1329099394223645500621124
-0.9037787564653729932318228,0.1604471758561817243401841
-0.8565920430332066538945632,0.1876620714049895757414175
-0.8094053296010403145573036,0.214519573966927566235122
-0.762218616168873975220044,0.2409909920911029282768356
-0.7094445523654962999432683,0.2701121607582674115148878
-0.6566704885621186246664926,0.2987004161950414434626503
-0.6038964247587409493897169,0.3267431570549264934484127
-0.5511223609553632741129411,0.3542371015594184205286409
-0.4983482971519855988361654,0.3811880525924024829625187
-0.4455742333486079235593897,0.4076106482400960141744779
-0.392800169545230248282614,0.4335281047608253295359299
-0.3400261057418525730058383,0.4589719587575921231442333
-0.2872520419384748977290626,0.4839818151012538859151177
-0.2344779781350972224522869,0.5086051069208176328286214
-0.1737273176763648773323457,0.536543438522449281303041
-0.1129766572176325322124045,0.5641388125722309005281833
-0.05222599675890018709246333,0.5914999998301248674120217
0.008524663699832158027477849,0.6187481986189969136725457
0.06927532415856450314741903,0.6460168822755748570064925
0.1300259846172968482673602,0.673451758419923980160886
0.1907766450760291933873014,0.7012108538038416618423757
0.2515273055347615385072426,0.7294647385281584298873986
0.3122779659934938836271837,0.758396903668305374949244
0.3730286264522262287471249,0.7882043068259464692450136
0.4337792869109585738670661,0.819098100867231136472808
0.4945299473696909189870073,0.8513045621370840718021419
0.5552806078284232641069485,0.8850662357863342704244922
0.6160312682871556092268896,0.9206433175449987228589038
0.6767819287458879543468308,0.9583152933566408786179565
0.737532589204620299466772,0.9983828607954672339549516
0.7982832496633526445867132,1.041170159164800538041713
0.8590339101220849897066543,1.087027338674763948210644
0.9197845705808173348265955,1.136333503177750974302455
0.9805352310395496799465367,1.189500065671102512904364
1.041285891498282025066478,1.246974561236469869796963
1.102036551957014370186419,1.30924496836607116136062
1.16278721241574671530636,1.376844596833329426755048
1.223537872874479060426301,1.450357608521734238150264
1.284288533333211405546243,1.530425247073051815570405
1.345039193791943750666184,1.617752863018414864433244
1.405789854250676095786125,1.713117833403377995995329
1.466540514709408440906066,1.817378489030627161743345
1.527291175168140786026007,1.93148417857610599570334
1.588041835626873131145948,2.056486617280227603075852
1.64879249608560547626589,2.193552689016134096176839
1.709543156544337821385831,2.343978894685675007806163
1.770293817003070166505772,2.509207667546854488833929
1.831044477461802511625713,2.690845807761658543681415
1.891795137920534856745654,2.890685324781335309744696
1.952545798379267201865596,3.110727017864819398186028
2.002986103198328267602117,3.310369519348189660057473
2.053426408017389333338639,3.526893429741191779644954
2.103866712836450399075161,3.761856011729963794242384
2.154307017655511464811683,4.016968935558735561750261
2.204747322474572530548205,4.294114775496929927751
2.255187627293633596284726,4.595365345562047997125377
2.305627932112694662021248,4.923002089597648743161799
2.35606823693175572775777,5.279538767007022686770676
2.406508541750816793494292,5.667746704970890867459422
2.456948846569877859230814,6.090682921155344496488001
2.507389151388938924967336,6.551721458387500193322937
2.557829456207999990703857,7.054588314953313699906863
2.608269761027061056440379,7.603400401756573781615086
2.658710065846122122176901,8.202709011279371912726372
2.709150370665183187913423,8.857548343855295155359869
2.759590675484244253649945,9.573489705200182418219069
2.810030980303305319386467,10.3567020664171577698923
2.860471285122366385122988,11.21401976502361645881647
2.91091158994142745085951,12.15301822428262711594564
2.955455794970713725429755,13.05686408060514648961209
3.,14.03732896371136698911245
